,id,Торг_точка_чистый_адрес
10970,10970,"347570, ростовский обл, песчанокопский р-н, песчанокопский с, энгельс ул, дом № 93а"
10971,10971,"346503, ростовский обл, шахта г, репин пер, дом № 14"
10972,10972,"347512, ростовский обл, орловский р-н, орловский п, южный ул, дом № 1"
10973,10973,-
10974,10974,"346022, ростовский обл, чертковский р-н, бакай х, полетаев ул, дом № 27г"
10975,10975,"346004, ростовский обл, чертковский р-н, щедровка с, южный ул, дом № 50"
10976,10976,"347880, ростовский обл, гуково г, шахтёрский ул, дом № 52"
10977,10977,"347037, ростовский обл, белокалитвинский р-н, белый калитва г, калинин ул, 8 ""база1"""
10978,10978,"344032, ростовский обл, ростов-на-дону г, казахский ул, дом № 89/3"
10979,10979,"347895, ростовский обл, красносулинский р-н, углеродовский рп, восточный ул, дом № 84-б"
10980,10980,"346256, ростовский обл, боковский р-н, краснокутский ст-ца, социалистический ул, дом № 22а"
10981,10981,"347305, ростовский обл, цимлянский р-н, саркел п, ленин ул, дом № 22 а"
10982,10982,"346400, ростовский обл, новочеркасск г, островский ул, дом № 46"
10983,10983,"346400, ростовский обл, новочеркасск г, фрунзе ул, дом № 21"
10984,10984,"346130, ростовский обл, миллеровский р-н, миллерово г, вокзальный ул, дом № 21"
10985,10985,"346273, ростовский обл, шолоховский р-н, дударевский х, клубный ул, дом № 4, корпус г"
10986,10986,"344019, ростовский обл, ростов-на-дону г, закруткин ул, дом № 23"
10987,10987,"346676, ростовский обл, мартыновский р-н, малоорловский х, советский пер, дом № 24"
10988,10988,"ростовский обл, красносулинский р-н, 947 км а/д москва-ростов"
10989,10989,"396751, воронежский обл, богучарский р-н, вервековка с, пролетарский ул, дом № 14"
10990,10990,"346172, ростовский обл, верхнедонский р-н, суходольный п, механизатор ул, дом № 9, кв.2"
10991,10991,"353040, краснодарский край, белоглинский р-н, белый глина с, крестьянский ул, дом № 103"
10992,10992,"347410, ростовский обл, дубовский р-н, дубовский с, элеваторный пер, дом № 25 а"
10993,10993,"356630, ставропольский край, ипатовский р-н, ипатово г, гагарин ул, дом № 104-а"
10994,10994,"347917, ростовский обл, таганрог г, маршал жуков ул, дом № 122"
10995,10995,"346503, ростовский обл, шахта г, воровской пер, дом № 21, корпус а"
10996,10996,"346500, ростовский обл, шахта г, шишкин пер, дом № 90/1"
10997,10997,"346781, ростовский обл, азов г, некрасов пер, дом № 33а, корпус 6"
10998,10998,"347763, ростовский обл, целинский р-н, воронов п, слановый ул, дом № 22"
10999,10999,"ростовская, песчанокопский, с.богородицкое, калинина, дом № 67"
11000,11000,"346503, ростовский обл, шахта г, вахтангов пер, дом № 22"
11001,11001,"344065, ростовский обл, ростов-на-дону г, троллейбусный ул, дом № 10"
11002,11002,"ростовский обл, азовский р-н, кулешовка с, матросов пер, дом № 6а"
11003,11003,"346894, ростовский обл, батайск г, октябрьский ул, дом № 151/5"
11004,11004,"347871, ростовский обл, гуково г, герцен ул, дом № 125-а"
11005,11005,"347871, ростовский обл, гуково г, карла маркс ул, дом № 84"
11006,11006,"404354, волгоградский обл, котельниковский р-н, котельниково г, паршикова ул, дом № 1 а"
11007,11007,"353600, краснодарский край, староминский р-н, староминский ст-ца, тимашевский ул, дом № 137"
11008,11008,"344113, ростовский обл, ростов-на-дону г, добровольский ул, дом № 42"
11009,11009,"347900, ростовский обл, таганрог г, николаевский шоссе ул, 7-а, с/т радуга уч 58,, корпус 13"
11010,11010,"346815, ростовский обл, мясниковский р-н, ленинакан х, трудовой ул/дзержинский"
11011,11011,"346400, ростовский обл, новочеркасск г, московский ул дом10/ генерал а.и. лебедь ,дом 20"
11012,11012,"344114, ростовский обл, ростов-на-дону г, каменобродский ул, дом № 79"
11013,11013,"344114, ростовский обл, ростов-на-дону г, орбитальный ул, дом № 13"
11014,11014,"346030, ростовский обл, чертковский р-н, михайлово-александровка с, большевистский ул, дом № 52"
11015,11015,"346537, ростовский обл, шахта г, аллейный б-р, дом № 12в"
11016,11016,"346780, ростовский обл, азов г, кооперативный ул, дом № 10"
11017,11017,"346517, ростовский обл, шахта г, васюта ул, дом № 40"
11018,11018,"344000, ростовский обл, ростов-на-дону г, гвардейский пер/текучев ул, дом № 112/1"
11019,11019,"346503, ростовский обл, шахта г, энтузиаст ул, дом № 125"
11020,11020,"347830, ростовский обл, каменский р-н, старый станица х, песчаный пер, дом № 39а"
11021,11021,"25 октябрь ул, 50, корп. а"
11022,11022,"346400, ростовский обл, новочеркасск г, войков ул, дом № 72"
11023,11023,"346018, ростовский обл, чертковский р-н, артамошкин х, строитель ул, дом № 17"
11024,11024,"346211, ростовский обл, кашарский р-н, верхнемакеевка сл, октябрьский ул, дом № 67"
11025,11025,"352030, краснодарский край, кущёвский р-н, кущёвский ст-ца, крупский ул, дом № 93"
11026,11026,"353040, краснодарский край, белоглинский р-н, белый глина с, коммунистический ул, дом № 1"
11027,11027,"346500, ростовский обл, шахта г, ленин ул, дом № 289"
11028,11028,-
11029,11029,"346900, ростовский обл, новошахтинск г, харьковский ул., дом № 14"
11030,11030,"347840, ростовский обл, каменский р-н, урывский х, российский ул, дом № 48"
11031,11031,"396763, воронежский обл, богучарский р-н, лебединк с, первомайский ул, дом № 2а"
11032,11032,",347675, ростовский обл, егорлыкский р-н, , мирный х., центральный ул, 5, ,"
11033,11033,"396790, воронежский обл, богучарский р-н, богучар г, дзержинский ул, дом № 104 а"
11034,11034,"347300, ростовский обл, цимлянский р-н, железнодорожный х, железнодорожник ул, дом № 31"
11035,11035,"347233, ростовский обл, морозовский р-н, александров х, колхозный ул, дом № 2 а"
11036,11036,"347310, ростовский обл, цимлянский р-н, маркинский ст-ца, комсомольский ул, дом № 21 а"
11037,11037,-
11038,11038,"347356, ростовский обл, волгодонский р-н, виноградный п, молодёжный ул, дом № 10/1"
11039,11039,"347413, ростовский обл, дубовский р-н, ивановка х, дорожный ул, дом № 9"
11040,11040,"346560, ростовский обл, усть-донецкий р-н, раздорский ст-ца, суворов ул, дом № 26"
11041,11041,"344065, ростовский обл, ростов-на-дону г, каскадный ул, дом № 34/2"
11042,11042,"346513, ростовский обл, шахта г, псковский ул, дом № 34"
11043,11043,"346506, ростовский обл, шахта г, татаркина пер, дом № 15"
11044,11044,"344032, ростовский обл, ростов-на-дону г, чистопольский ул, дом № 38/1"
11045,11045,"347728, ростовский обл, зерноградский р-н, нижнекугоейский п, краснодарский пер"
11046,11046,"ростовский обл, новошахтинск г, пирогов ул, дом № 16, корпус б"
11047,11047,"346682, ростовский обл, мартыновский р-н, новосадковский х, степной ул, дом № 25"
11048,11048,"346005, ростовский обл, чертковский р-н, марьяна х, мир ул, дом № 13а, кв.2"
11049,11049,"346690, ростовский обл, мартыновский р-н, абрикосовый п, студенческий ул, дом № 2/1"
11050,11050,"346701, ростовский обл, аксайский р-н, рыбацкий х, береговой ул, дом № 26"
11051,11051,"346260, ростовский обл, шолоховский р-н, белогорский х, асфальтный ул, дом № 16-а"
11052,11052,"396460, воронежский обл, верхнемамонский р-н, верхний мамон с, дорожный ул, дом № 9"
11053,11053,"344056, ростовский обл, ростов-на-дону г, мезенский пер, дом № 29"
11054,11054,"346200, ростовский обл, кашарский р-н, кашар сл, энергетический ул, дом № 14"
11055,11055,"347942, ростовский обл, таганрог г, новый 1-й пер, дом № 8б"
11056,11056,",347684, ростовский обл, егорлыкский р-н, , тавричанка х, молодёжный ул, 11/3, ,"
11057,11057,"347632, ростовский обл, сальск г, станиславский ул, дом № 95, корпус а"
11058,11058,"347684, ростовский обл, егорлыкский р-н, мирный х, первооснователь ул, дом № 46а"
11059,11059,"346122, ростовский обл, миллеровский р-н, каменка х, садовый ул, дом № 45, кв.2"
11060,11060,-
11061,11061,-
11062,11062,"346400, ростовский обл, новочеркасск г, кавказский ул, дом № 48/13"
11063,11063,"344000, ростовский обл, ростов-на-дону г, 1-й краснодарский ул, дом № 19-а"
11064,11064,"347776, ростовский обл, целинский р-н, хлебодарный с, сов, дом № 11а"
11065,11065,"344000, ростовский обл, ростов-на-дону г, пушкинский ул, дом № 163/169"
11066,11066,"346050, ростовский обл, тарасовский р-н, весенний п, ленин ул, дом № 3 а"
11067,11067,"347634, ростовский обл, сальский р-н, сальск г, халтурин ул, дом № 19/1"
11068,11068,"346352, ростовский обл, красносулинский р-н, красный сулин г, вербенский ул, дом № 112"
11069,11069,"347880, ростовский обл, гуково г, шахтёрский ул, дом № 58"
11070,11070,"347772, ростовский обл, целинский р-н, михайловка с, советский ул, дом № 18а"
11071,11071,"347460, ростовский обл, зимовниковский р-н, погорелов х, зелёный пер, дом № 4"
11072,11072,"344038, ростовский обл, ростов-на-дону г, новатор ул, дом № 20"
11073,11073,"346518, ростовский обл, шахта г, шурфовый ул, дом № 230"
11074,11074,"346751, ростовский обл, азовский р-н, самарский с, к.маркс ул, дом № 63"
11075,11075,"346400, ростовский обл, новочеркасск г, красноармейский ул, дом № 174/84"
11076,11076,"346378, ростовский обл, красносулинский р-н, садка х, чехов ул, дом № 6"
11077,11077,"347763, ростовский обл, целинский р-н, воронов п, заречный ул, дом № 3"
11078,11078,"346886, ростовский обл, батайск г, слава ул, дом № на 34 метр юго-восточный жилой дом 7"
11079,11079,"347304, ростовский обл, цимлянский р-н, красноярский ст-ца, победа ул, дом № 112ть"
11080,11080,"344000, ростовский обл, ростов-на-дону г, шеболдаев ул, дом № 4а"
11081,11081,"346350, ростовский обл, красносулинский р-н, красный сулин г, антрацитова, дом № 2"
11082,11082,"346563, ростовский обл, усть-донецкий р-н, керчикский п, ленин ул, дом № 10"
11083,11083,"346940, ростовский обл, куйбышевский р-н, куйбышевый с, цветаев ул, дом № 4"
11084,11084,"346715, ростовский обл, аксайский р-н, камышеваха х, риволи, дом № 1"
11085,11085,"347662, ростовский обл, егорлыкский р-н, егорлыкский ст-ца, северный ул, дом № 6б"
11086,11086,"347774, ростовский обл, целинский р-н, журавлёвка с, московский ул, дом № 62"
11087,11087,"346116, ростовский обл, миллеровский р-н, волошиный сл, максим горький ул, дом № 9"
11088,11088,"347435, ростовский обл, заветинский р-н, шебалин х, гагарин ул, дом № 9"
11089,11089,"344030, ростовский обл, ростов-на-дону г, кадровый ул, дом № 23"
11090,11090,"346500, ростовский обл, шахта г, красинский ул, дом № 122-б"
11091,11091,"346644, ростовский обл, семикаракорский р-н, топилина х, зелёный пер, дом № 7"
11092,11092,"346681, ростовский обл, мартыновский р-н, комар х, калинин ул, дом № 41"
11093,11093,"347500, ростовский обл, орловский р-н, красноармейский п, киров ул, дом № 102"
11094,11094,"347684, ростовский обл, егорлыкский р-н, мирный х, механизаторский ул, дом № 12"
11095,11095,"347564, ростовский обл, песчанокопский р-н, николаевка с, дружба ул, дом № 41"
11096,11096,"346527, ростовский обл, шахта г, индустриальный ул, дом № 7-а"
11097,11097,"346859, ростовский обл, неклиновский р-н, синявский с, калининский пер, дом № 18"
11098,11098,"346720, ростовский обл, ростов-на-дону г, дзержинский ул, дом № 28"
11099,11099,"347250, ростовский обл, константиновский р-н, костин-горский х, школьный ул, дом № 10, кв.2"
11100,11100,"346007, ростовский обл, чертковский р-н, сохрановка с, дачный ул, дом № 10 а"
11101,11101,"346270, ростовский обл, шолоховский р-н, вёшенский ст-ца, кольцевой ул, дом № 21"
11102,11102,"347413, ростовский обл, дубовский р-н, андреевский ст-ца, центральный ул, дом № 27а"
11103,11103,"ростовская, с.песчанокопское, суворова, дом № 17"
11104,11104,"346400, ростовский обл, новочеркасск г, мацот с.в.-ул.чехов"
11105,11105,"346140, ростовский обл, миллеровский р-н, мальчевский ст-ца, 40 год октябрь ул"
11106,11106,"346500, ростовский обл, шахта г, советский ул, дом № 66-68"
11107,11107,"346537, ростовский обл, шахта г, ленин ул м-н балтика"
11108,11108,"347140, ростовский обл, обливский р-н, обливский ст-ца, кузнецов ул, дом № 71"
11109,11109,"347810, ростовский обл, каменск-шахтинский г, карла маркс пр-кт, дом № 67а"
11110,11110,"346800, ростовский обл, мясниковский р-н, чалтырить с, красноармейский ул, дом № 61б"
11111,11111,"346880, ростовский обл, батайск г, гайдар ул, дом № 6"
11112,11112,"344065, ростовский обл, ростов-на-дону г, каскадный ул, дом № 194/2"
11113,11113,"ростовская, песчанокопский, развильное, комсомольская, дом № 14, кв.2"
11114,11114,"волгоградский область, котельниково, войкова, дом № 75"
11115,11115,"346400, ростовский обл, новочеркасск г, азовский рынок, пава-н 113"
11116,11116,"346130, ростовский обл, миллеровский р-н, миллерово г, 3 интернационал ул, дом № 33"
11117,11117,"346092, ростовский обл, тарасовский р-н, митякинский ст-ца, молодёжный ул, дом № 43"
11118,11118,"346800, ростовский обл, мясниковский р-н, чалтырить с, 6-й линия, дом № 100-а"
11119,11119,"346050, ростовский обл, тарасовский р-н, тарасовский п, колхозный ул, дом № 12, корпус а"
11120,11120,"347701, ростовский обл, кагальницкий р-н, малиновка п, 40 год победа ул, дом № 5а"
11121,11121,"346170, ростовский обл, верхнедонский р-н, казанский ст-ца, матросов ул, дом № 56"
11122,11122,"347017, ростовский обл, белокалитвинский р-н, голубинк х, школьный ул, дом № 5-а"
11123,11123,"347017, ростовский обл, белокалитвинский р-н, чернышёв х, центральный ул, дом № 52а"
11124,11124,"346481, ростовский обл, октябрьский р-н, заречный х, промышленный ул, дом № 18"
11125,11125,"347740, ростовский обл, зерноградский р-н, зерноград г, дом № 93, корпус а"
11126,11126,"346356, ростовский обл, красносулинский р-н, красный сулин г, фурманов ул, дом № 2-а"
11127,11127,"346500, ростовский обл, шахта г, советский ул, дом № 66"
11128,11128,"346116, ростовский обл, миллеровский р-н, волошиный сл, ленин ул, дом № 28а/1"
11129,11129,"347250, ростовский обл, константиновский р-н, константиновск г, ермак ул, дом № 7"
11130,11130,"346357, ростовский обл, красносулинский р-н, красный сулин г, гагарин ул, дом № 104-106"
11131,11131,"346357, ростовский обл, красносулинский р-н, красный сулин г, матросов ул, дом № 12"
11132,11132,"347800, ростовский обл, каменск-шахтинский г, герой пионер ул, дом № 71"
11133,11133,"347632, ростовский обл, сальск г, станиславский ул, дом № 95, корпус а"
11134,11134,"347675, ростовский обл, егорлыкский р-н, мирный х., центральный ул, дом № 5"
11135,11135,"347683, ростовский обл, егорлыкский р-н, кавалерский х, куриленко ул, дом № 20"
11136,11136,"347684, ростовский обл, егорлыкский р-н, мирный х, механизаторский ул, дом № 12"
11137,11137,"346063, ростовский обл, тарасовский р-н, александровка сл, молодёжный ул, дом № 6"
11138,11138,"346751, ростовский обл, азовский р-н, самарский с, к.маркс ул, дом № 63"
11139,11139,"352014, краснодарский край, кущёвский р-н, ивано-слюсаревское с, нижний ул, дом № 104"
11140,11140,"396758, воронежский обл, богучарский р-н, дядин х, гагарин ул, дом № 2б"
11141,11141,"346751, ростовский обл, азовский р-н, самарский с, к.маркс ул, дом № 5а"
11142,11142,"346889, ростовский обл, батайск г, минский ул, дом № 37 а"
11143,11143,"347210, ростовский обл, морозовский р-н, морозовск г, ленин ул, дом № 42а"
11144,11144,"346214, ростовский обл, кашарский р-н, дибровыя п, дружба ул, дом № 48а"
11145,11145,"346400, ростовский обл, новочеркасск г, гагарин ул, дом № 108е, корпус пав11"
11146,11146,"346900, ростовский обл, новошахтинск г, харьковский ул, дом № 117"
11147,11147,"344000, ростовский обл, ростов-на-дону г, портовый ул, дом № 85а"
11148,11148,"346385, ростовский обл, красносулинский р-н, горный рп, советский ул"
11149,11149,"347909, ростовский обл, таганрог г, турубаров ул, дом № 72"
11150,11150,"347842, ростовский обл, каменский р-н, чистоозёрный п, юбилейный ул, дом № 10, корпус пом 1"
11151,11151,"352014, краснодарский край, кущёвский р-н, ивано-слюсаревское с, нижний ул, дом № 32, кв.1"
11152,11152,"346782, ростовский обл, азов г, привокзальный ул, дом № 21-а, корпус место 102"
11153,11153,"347630, ростовский обл, сальский р-н, сальск г, кузнечный ул, дом № 68е"
11154,11154,"397670, воронежский обл, петропавловский р-н, петропавловка с, 50 год октябрь ул, дом № 36"
11155,11155,"346775, ростовский обл, азовский р-н, днт луч, цветочный ул, дом № 8"
11156,11156,"ростовский обл, азовский р-н, днт ""луч"", цветочный пер, дом № 8"
11157,11157,"347895, ростовский обл, красносулинский р-н, углеродовский рп, шахтёрский ул, дом № 99"
11158,11158,"346310, ростовский обл, зверево г, советский ул, дом № 121"
11159,11159,"347900, ростовский обл, таганрог г, мариупольский шоссе ул, дом № 37-1, кв.107"
11160,11160,"347360, ростовский обл, волгодонск г, к.маркс ул"
11161,11161,"346005, ростовский обл, чертковский р-н, гусев х, центральный ул, дом № 1б"
11162,11162,"347842, ростовский обл, каменский р-н, чистоозёрный п, ленин ул, дом № 3, корпус а"
11163,11163,"346140, ростовский обл, миллеровский р-н, мальчевский ст-ца, социалистический ул, дом № 49"
11164,11164,"346400, ростовский обл, новочеркасск г, юность ул, дом № 1"
11165,11165,"347904, ростовский обл, таганрог г, александровский ул, дом № 190"
11166,11166,"347850, ростовский обл, каменский р-н, глубокий рп, чкалов пер, дом № 1"
11167,11167,"347821, ростовский обл, каменск-шахтинский г, карла маркс пер, дом № 67а"
11168,11168,"344065, ростовский обл, ростов-на-дону г, детальный пер, дом № 36/179"
11169,11169,"346476, ростовский обл, октябрьский р-н, суворовка х, красноармейский ул, дом № 10, кв.2"
11170,11170,"346527, ростовский обл, шахта г, индустриальный ул, дом № 7а"
11171,11171,"344000, ростовский обл, ростов-на-дону г, стачка пр-кт, дом № 37"
11172,11172,"344034, ростовский обл, ростов-на-дону г, портовый ул, дом № 237"
11173,11173,"353600, краснодарский край, староминский р-н, староминский ст-ца, киров ул, дом № 150"
11174,11174,"ростовский обл, тацинский р-н, вефянец х., первомайский ул., дом № 14"
11175,11175,"347250, ростовский обл, константиновский р-н, константиновск г, бауман ул, дом № 215"
11176,11176,"346261, ростовский обл, шолоховский р-н, меркуловский х, центральный ул, дом № 51"
11177,11177,"346261, ростовский обл, шолоховский р-н, меркуловский х, победа пер, дом № 8"
11178,11178,"346970, ростовский обл, матвеево-курганский р-н, матвеев курган п, транспортный ул, дом № 51"
11179,11179,"346064, ростовский обл, тарасовский р-н, большинок сл, и.в.башмаков ул, дом № 1г"
11180,11180,"346677, ростовский обл, мартыновский р-н, новосёловка х, советский ул, дом № 57"
11181,11181,"346677, ростовский обл, мартыновский р-н, новосёловка х, молодёжный ул, дом № 18/1"
11182,11182,"347800, ростовский обл, каменск-шахтинский г, народный ул, дом № 3б"
11183,11183,"347834, ростовский обл, каменский р-н, волченский х, садовый ул, дом № 25"
11184,11184,"346030, ростовский обл, чертковский р-н, михайлово-александровка с, свердлов ул, дом № 41"
11185,11185,"347900, ростовский обл, таганрог г, дзержинский ул, дом № 152/2"
11186,11186,"347570, ростовский обл, песчанокопский р-н, песчанокопский с, московский ул, дом № 7/1"
11187,11187,"347469, ростовский обл, зимовниковский р-н, верхнесеребряковка сл, московый ул, дом № 12б"
11188,11188,"344065, ростовский обл, ростов-на-дону г, троллейбусный ул, дом № 10"
11189,11189,"346220, ростовский обл, кашарский р-н, первомайский с, мир ул, дом № 1а"
11190,11190,"346528, ростовский обл, шахта г, гранитный ул, дом № 70"
11191,11191,"347809, ростовский обл, каменск-шахтинский г, проездной ул, дом № 3в"
11192,11192,"346242, ростовский обл, боковский р-н, большенаполовский х, школьный ул, дом № 79"
11193,11193,"346400, ростовский обл, новочеркасск г, заводский ул, дом № 5"
11194,11194,"346506, ростовский обл, шахта г, ленинский комсомол пр-кт, м-н ""димак"", дом № 38"
11195,11195,"344000, ростовский обл, ростов-на-дону г, королева пр-кт, дом № 9-а"
11196,11196,"347837, ростовский обл, каменский р-н, красновка х, ракетный пер, дом № 89-а"
11197,11197,"346731, ростовский обл, аксайский р-н, щепкина п, за черта населить пункта,снт ""витязь""уч.367"
11198,11198,"359026, калмыкия респ, яшалтинский р-н, эсто-алтай с, ленин ул, дом № 32"
11199,11199,"346660, ростовский обл, мартыновский р-н, больший мартыновка сл, малеева пер, дом № 10"
11200,11200,"352019, краснодарский край, кущёвский р-н, раздольный с, красный ул, дом № 50, кв.4"
11201,11201,"346400, ростовский обл, новочеркасск г, гагарин ул, дом № 108"
11202,11202,"347210, ростовский обл, морозовский р-н, морозовск г, ленин ул, дом № 105"
11203,11203,"344000, ростовский обл, ростов-на-дону г, комаров б-р, дом № 20"
11204,11204,"346005, ростовский обл, чертковский р-н, гусев х, центральный ул, дом № 5"
11205,11205,"347930, ростовский обл, таганрог г, транспортный ул, дом № 1"
11206,11206,"353620, краснодарский край, щербиновский р-н, старощербиновский ст-ца, красный ул, дом № 124/1"
11207,11207,"347686, ростовский обл, егорлыкский р-н, кугейский х, октябрьский ул, дом № 29/1"
11208,11208,"346122, ростовский обл, миллеровский р-н, каменка х, садовый ул, дом № 31"
11209,11209,"346010, ростовский обл, чертковский р-н, алексеево-лозовское с, в район расположение кафе"
11210,11210,"346630, ростовский обл, семикаракорский р-н, семикаракорск г, авилов ул, дом № 305"
11211,11211,"346400, ростовский обл, новочеркасск г, просвещение ул, дом № 108"
11212,11212,"346660, ростовский обл, мартыновский р-н, больший мартыновка сл, краснопартизанский ул, дом № 29-а"
11213,11213,"346674, ростовский обл, мартыновский р-н, зеленолугский п, центральный ул, дом № 24"
11214,11214,"346916, ростовский обл, новошахтинск г, производственный ул, дом № 17"
11215,11215,"347825, ростовский обл, каменск-шахтинский г, заводский мкр, строитель ул, дом № 6"
11216,11216,"344025, ростовский обл, ростов-на-дону г, 29 линия ул, дом № 38"
11217,11217,"346677, ростовский обл, мартыновский р-н, новосёловка х, советский ул, дом № 98"
11218,11218,"346140, ростовский обл, миллеровский р-н, мальчевский ст-ца, колхозный ул, дом № 1"
11219,11219,"346112, ростовский обл, миллеровский р-н, сулин х, верхний ул, дом № 2"
11220,11220,"346123, ростовский обл, миллеровский р-н, криворожий сл, ленина, дом № 45"
11221,11221,"346123, ростовский обл, миллеровский р-н, криворожий сл, молодёжный ул, дом № 48"
11222,11222,"346123, ростовский обл, миллеровский р-н, криворожий сл, стародонский ул, дом № 53"
11223,11223,"346123, ростовский обл, миллеровский р-н, криворожий сл, тельман ул, дом № 23"
11224,11224,"346113, ростовский обл, миллеровский р-н, рогалик сл, дружба ул, дом № 52"
11225,11225,"346124, ростовский обл, миллеровский р-н, позднеевка сл, советский ул, дом № 19"
11226,11226,"346140, ростовский обл, миллеровский р-н, поповка сл, садовый ул, дом № 1, корпус а"
11227,11227,"346123, ростовский обл, миллеровский р-н, екатериновка х, юбилейный ул, дом № 84"
11228,11228,"346122, ростовский обл, миллеровский р-н, каменка х, почтовый ул, дом № 3"
11229,11229,"346124, ростовский обл, миллеровский р-н, криничный х, речной ул, дом № 36 а"
11230,11230,"347682, ростовский обл, егорлыкский р-н, шаумяновский х, центральный ул, дом № 36а"
11231,11231,"ростовская, егорлыкский, х.шаумяновский, центральная, дом № 36а"
11232,11232,"347540, ростовский обл, пролетарский р-н, пролетарск г, пионерский ул, дом № 91"
11233,11233,"347510, ростовский обл, орловский р-н, орловский п, кировский пер, дом № 60а"
11234,11234,"346050, ростовский обл, тарасовский р-н, весенний п, 13 герой ул, дом № 20а"
11235,11235,"346500, ростовский обл, шахта г, васюта ул, остановка дк ""шахта южная"""
11236,11236,"346400, ростовский обл, новочеркасск г, алюминиевый пл-ка, дом № 1"
11237,11237,"344000, ростовский обл, ростов-на-дону г, портовый ул, дом № 185"
11238,11238,"347022, ростовский обл, белокалитвинский р-н, 8-928-610-65-35, шолоховский рп, социалистический ул, дом № 1, корпус а"
11239,11239,"ро, м-н шахтер, 8-928-610-65-35, шолоховка, пушкина, дом № 37"
11240,11240,"347572, ростовский обл, песчанокопский р-н, песчанокопский с, суворов ул, дом № 47"
11241,11241,"347180, ростовский обл, советский р-н, чистяковый с, советский ул, дом № 27"
11242,11242,"397670, воронежский обл, петропавловский р-н, петропавловка с, победа ул, дом № 42"
11243,11243,"404462, волгоградский обл, чернышковский р-н, чернышковский рп, они г.в.попов ул, дом № 21"
11244,11244,"404471, волгоградский обл, чернышковский р-н, красноярский п, комсомольский ул, дом № 15"
11245,11245,"346191, ростовский обл, верхнедонский р-н, гормиловский х, гормиловский ул, дом № 58"
11246,11246,"396790, воронежский обл, богучарский р-н, богучар г, малаховский пл, дом № 27"
11247,11247,"346500, ростовский обл, шахта г, ж/д вокзал"
11248,11248,"347810, ростовский обл, каменск-шахтинский г, мусин ул, дом № 82"
11249,11249,"346345, ростовский обл, донецк г, советский ул, дом № 25, корпус б"
11250,11250,"ростовский обл, азовский р-н, азовский рынок, место, дом № 66"
11251,11251,"346500, ростовский обл, шахта г, привокзальный ул, дом № 1"
11252,11252,"344023, ростовский обл, ростов-на-дону г, нансен ул, дом № 367/1"
11253,11253,"347435, ростовский обл, заветинский р-н, шебалин х, садовый ул, дом № 37 а, кв.1"
11254,11254,"347880, ростовский обл, гуково г, шахтёрский ул, дом № 53в"
11255,11255,"347423, ростовский обл, дубовский р-н, жуковский ст-ца, школьный ул, дом № 2"
11256,11256,"346720, ростовский обл, аксайский р-н, аксай г, шолохов ул, дом № 2"
11257,11257,"346014, ростовский обл, чертковский р-н, семено-камышенский сл, торговый ул, дом № 21"
11258,11258,"344000, ростовский обл, ростов-на-дону г, космонавт пр-кт, дом № 40"
11259,11259,"344065, ростовский обл, ростов-на-дону г, украинский ул, дом № 49/82"
11260,11260,"347360, ростовский обл, волгодонск г, 50 год ссср ул, дом № 21"
11261,11261,"344000, ростовский обл, ростов-на-дону г, зорг ул, дом № 33"
11262,11262,"347850, ростовский обл, каменский р-н, глубокий рп, н-элеваторный ул, дом № 4"
11263,11263,"347803, ростовский обл, каменск-шахтинский г, профильный ул, дом № 28, корпус а"
11264,11264,"347461, ростовский обл, зимовниковский р-н, зимовник п, октябрьский ул, дом № 188"
11265,11265,"347140, ростовский обл, обливский р-н, обливский ст-ца, пролетарский ул, дом № 13-а"
11266,11266,"347040, ростовский обл, белокалитвинский р-н, белый калитва г, м.горький ул, дом № 97"
11267,11267,"346610, ростовский обл, багаевский р-н, белянин х, мирный пер, дом № 27б"
11268,11268,"346500, ростовский обл, шахта г, дундич пер, дом № 11-а"
11269,11269,"346660, ростовский обл, мартыновский р-н, больший мартыновка сл, базарный пл уч-к 2, дом № уч-к 2"
11270,11270,"347837, ростовский обл, каменский р-н, красновка х, профильный ул, дом № 48"
11271,11271,"346208, ростовский обл, кашарский р-н, верхнесвечниковый с, молодёжный ул, дом № 14"
11272,11272,"346665, ростовский обл, мартыновский р-н, новоберезовка п, тихий пер, дом № 11-а"
11273,11273,"347060, ростовский обл, тацинский р-н, тацинский ст-ца, пролетарский ул, дом № 119"
11274,11274,"347942, ростовский обл, таганрог г, новый 1-й пер, дом № 16-2"
11275,11275,"346901, ростовский обл, новошахтинск г, либкнехт ул, дом № 2"
11276,11276,"346901, ростовский обл, новошахтинск г, крупский ул, дом № 4-г"
11277,11277,"346400, ростовский обл, новочеркасск г, макаренко ул, дом № 78"
11278,11278,"346109, ростовский обл, миллеровский р-н, грай-воронец х, московский ул, дом № павильон"
11279,11279,"396791, воронежский обл, богучарский р-н, богучар г, советский ул, дом № 70, оф.1"
11280,11280,"346638, ростовский обл, семикаракорский р-н, западно-кагальницкий, 30 год победа ул, дом № 87/2"
11281,11281,"347850, ростовский обл, каменский р-н, глубокий рп, чкалов пер, дом № 1"
11282,11282,"346400, ростовский обл, новочеркасск г, заводский ул, дом № 3, корпус а"
11283,11283,"346611, ростовский обл, багаевский р-н, багаевский ст-ца, подройкин ул, дом № 15б"
11284,11284,"344034, ростовский обл, ростов-на-дону г, кущёвский пер, дом № 41/229"
11285,11285,"346062, ростовский обл, тарасовский р-н, ефрёмово-степановка сл, новый ул, дом № 15"
11286,11286,"346400, ростовский обл, новочеркасск г, северный ул, дом № 21"
