,id,Торг_точка_чистый_адрес
2385,2385,-
2386,2386,"346130, ростовский обл, миллеровский р-н, миллерово г, 50 год влксм ул, дом № 17в"
2387,2387,"г ростов н/дон ул вересаев р-к ""лидер""(александр)"
2388,2388,г.ростов-на-дону ул. маршал жуков 36/5
2389,2389,-
2390,2390,г.азов рынок
2391,2391,азов
2392,2392,г.ейск ул. мичурина4
2393,2393,-
2394,2394,-
2395,2395,-
2396,2396,-
2397,2397,-
2398,2398,туполев 4
2399,2399,-
2400,2400,-
2401,2401,г.ростов/дон б.садовый 30
2402,2402,-
2403,2403,"347040, ростовский обл, белый калитва г, комаров ул, дом № 32, корпус а;2"
2404,2404,-
2405,2405,"346357, ростовский обл, 89034707099, красный сулин г, гагарин ул, дом № 104-106"
2406,2406,-
2407,2407,г азов рынок
2408,2408,"г.азов, рынок"
2409,2409,-
2410,2410,г. азов ц.рынок
2411,2411,"346800, ростовский обл, мясниковский р-н, чалтырить с, лукашин ул, дом № 36"
2412,2412,-
2413,2413,-
2414,2414,-
2415,2415,-
2416,2416,-
2417,2417,-
2418,2418,-
2419,2419,"346140, ростовский обл, миллеровский р-н, мальчевский ст-ца, железнодорожный ул"
2420,2420,"346140, ростовский обл, миллеровский р-н, мальчевский ст-ца, победа ул, дом № 1"
2421,2421,"346142, ростовский обл, миллеровский р-н, кудиновка сл, победа ул, дом № 24"
2422,2422,"346143, ростовский обл, миллеровский р-н, венделеевка х, центральный ул, дом № 68"
2423,2423,"346130, ростовский обл, миллерово г, ленин ул, дом № 1"
2424,2424,"346116, ростовский обл, миллеровский р-н, волошиный сл, ленин ул, дом № 20"
2425,2425,-
2426,2426,-
2427,2427,-
2428,2428,"347027, ростовский обл, белокалитвинский р-н, синегорский п, весёлый ул, дом № 16"
2429,2429,-
2430,2430,-
2431,2431,"346503, ростовский обл, шахта г, врубовый ул, дом № 17"
2432,2432,"346503, ростовский обл, шахта г, каманин пер, дом № 3"
2433,2433,-
2434,2434,"346503, ростовский обл, шахта г, парковый ул, дом № 5, кв.81"
2435,2435,-
2436,2436,-
2437,2437,"346353, ростовский обл, красный сулин г, севастопольский ул, дом № 1"
2438,2438,-
2439,2439,-
2440,2440,-
2441,2441,-
2442,2442,-
2443,2443,-
2444,2444,-
2445,2445,-
2446,2446,-
2447,2447,-
2448,2448,"346330, ростовский обл, 8-86368-3-53-17; 8-86368-2-0688, донецк г, гайдар ул, дом № 34"
2449,2449,таганрогский ш106
2450,2450,"г ростов/дон ул таганрогский 106 база ""ростов книга"""
2451,2451,-
2452,2452,-
2453,2453,"346968, ростовский обл, матвеево-курганский р-н, малокирсановка с, кутаховый ул, дом № 20"
2454,2454,"346900, ростовский обл, новошахтинск г, достоевский ул, дом № 30, корпус а, кв.13"
2455,2455,"347872, ростовский обл, гуково г, ленинградский ул, дом № 25"
2456,2456,-
2457,2457,-
2458,2458,-
2459,2459,-
2460,2460,-
2461,2461,-
2462,2462,"346492, ростовский обл, октябрьский р-н, красюковский сл, колхозный ул, дом № 2"
2463,2463,"344000, ростовский обл, ростов-на-дону г, богатяновский спуск пр-кт, дом № 8/55"
2464,2464,"344000, ростовский обл, ростов-на-дону г, крепостной пер, дом № 16/36"
2465,2465,-
2466,2466,-
2467,2467,"346310, ростовский обл, зверево г, чапаев ул, дом № 43"
2468,2468,-
2469,2469,"346500, ростовский обл, шахта г, ионов ул, дом № 63-а"
2470,2470,-
2471,2471,"346513, ростовский обл, шахта г, победа революция пр-кт, дом № 10"
2472,2472,-
2473,2473,"346500, ростовский обл, шахта г, пер.дачная(250а) - чкалов"
2474,2474,-
2475,2475,"х.хмызов, ул.ленина, 9 , м-н 52"
2476,2476,-
2477,2477,-
2478,2478,-
2479,2479,-
2480,2480,-
2481,2481,-
2482,2482,-
2483,2483,-
2484,2484,-
2485,2485,-
2486,2486,-
2487,2487,варфоломеев 58/22 (угол 1-й переулка)
2488,2488,-
2489,2489,-
2490,2490,-
2491,2491,-
2492,2492,-
2493,2493,107228 г москва ул новорязанский дом № 12
2494,2494,-
2495,2495,"г.новороссийск ул.видов 148 м-н ""мясо"""
2496,2496,-
2497,2497,-
2498,2498,-
2499,2499,"ооо ""апейрон"" г ростов-на-дону ул ул социалистический 74"
2500,2500,-
2501,2501,-
2502,2502,-
2503,2503,ул социалистический 103/39
2504,2504,-
2505,2505,"ооо""опр""344002 г ростов-на-дону пр будённовский 19а/55//50"
2506,2506,-
2507,2507,-
2508,2508,-
2509,2509,-
2510,2510,-
2511,2511,"новочеркасск, п. ключевой, ул.центральная, 7"
2512,2512,-
2513,2513,344094 ростов-на-дону можайский 38/1
2514,2514,"344094, ростов-на-дону, можайская, 38/1"
2515,2515,-
2516,2516,-
2517,2517,"аксайский р-н, пос.российский, ул.молодёжный 64а"
2518,2518,г ростов-на-дону ул волков 25
2519,2519,-
2520,2520,344000 г.ростов-на-дону ул.б.садовый 8
2521,2521,"344022, г. ростов-на-дону, ул. максим горького, 199, кор. 4"
2522,2522,-
2523,2523,"344092, г. ростов-на-дону, ул. добровольского, 5а"
2524,2524,-
2525,2525,"ул комаров 24 м-н ""доступный коллекция"""
2526,2526,"г.ростов-на-дону, 16-линия 30"
2527,2527,-
2528,2528,-
2529,2529,-
2530,2530,-
2531,2531,-
2532,2532,-
2533,2533,г. новороссийск ул. осоавиахим 44/2
2534,2534,г. новороссийск ул. осоавиахим 44/2
2535,2535,-
2536,2536,-
2537,2537,халтуринский 22
2538,2538,-
2539,2539,-
2540,2540,-
2541,2541,344010 г ростов - на - дон пр ворошиловский 91/1
2542,2542,344011 г ростов-на-дону ул ларин 24/1
2543,2543,-
2544,2544,г.волгодонск ул.черников 14 - 90
2545,2545,-
2546,2546,г аксай вартанов 12/б
2547,2547,-
2548,2548,-
2549,2549,-
2550,2550,-
2551,2551,-
2552,2552,"р.несветайский р-он, ул.гв. танкистов,10г"
2553,2553,-
2554,2554,-
2555,2555,-
2556,2556,-
2557,2557,-
2558,2558,г ростов-на-дону пр 40 год победа 67/2
2559,2559,-
2560,2560,-
2561,2561,-
2562,2562,-
2563,2563,346720 г аксай пр ленин 42а
2564,2564,"347320, ростовский обл, цимлянский р-н, цимлянск г, московский ул, дом № 74а"
2565,2565,-
2566,2566,-
2567,2567,"ооо ""таганрогский торговый компания"" 347902рост.обл.г.таганрог николаевский ш1/1"
2568,2568,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
2569,2569,"ооо""универсальный база"" 347800рост. обл. г.каменск-шахтинский ул.2-я линия"
2570,2570,"344006 г.ростов-на-дону ул.социалистическая,114-116/22"
2571,2571,-
2572,2572,"азов, спуск невского, 1"
2573,2573,"354208 рф краснодарский край г. сочи ул. магистральный б/о ""сокол"""
2574,2574,-
2575,2575,-
2576,2576,г.темрюк ул.калинин р-н 12 остановка
2577,2577,-
2578,2578,-
2579,2579,"347250, ростовский обл, константиновский р-н, константиновск г, пролетарский ул, дом № 7"
2580,2580,г. новороссийск ул. маркхотский 5а
2581,2581,-
2582,2582,-
2583,2583,"346701, ростовский обл, аксайский р-н, рыбацкий х, береговой ул, дом № 45"
2584,2584,-
2585,2585,-
2586,2586,-
2587,2587,-
2588,2588,-
2589,2589,-
2590,2590,-
2591,2591,-
2592,2592,-
2593,2593,-
2594,2594,-
2595,2595,"г.батайск ""хитрый рынок"""
2596,2596,-
2597,2597,-
2598,2598,-
2599,2599,"346500, ростовский обл, шахта г, советский ул, дом № 191, кв.81"
2600,2600,-
2601,2601,-
2602,2602,г сальск
2603,2603,-
2604,2604,-
2605,2605,-
2606,2606,"346720, ростовский обл, аксай г, гагарина, дом № 57"
2607,2607,-
2608,2608,-
2609,2609,-
2610,2610,-
2611,2611,-
2612,2612,-
2613,2613,-
2614,2614,"346311, ростовский обл, зверево г, ивановский ул, дом № 13"
2615,2615,-
2616,2616,-
2617,2617,-
2618,2618,-
2619,2619,-
2620,2620,-
2621,2621,-
2622,2622,"346503, ростовский обл, шахта г, хабаров ул, дом № 29"
2623,2623,-
2624,2624,-
2625,2625,-
2626,2626,-
2627,2627,-
2628,2628,-
2629,2629,0
2630,2630,-
2631,2631,"346400, ростовский обл, новочеркасск г, комитетский ул, дом № 47"
2632,2632,-
2633,2633,"г. шахты, пер. енисейский, д. 26, кв. 23"
2634,2634,-
2635,2635,"347809, ростовский обл, каменск-шахтинский г, астаховский пер, дом № 82 а, кв.128"
2636,2636,-
2637,2637,"г.батайск, хитрый рынок место 29-30 (торговый кольцо, 33)"
2638,2638,"346387, ростовский обл, красносулинский р-н, пролетарка х, победа ул, дом № 25"
2639,2639,-
2640,2640,-
2641,2641,-
2642,2642,-
2643,2643,-
2644,2644,"346535, ростовский обл, шахта г, кошевой ул, дом № 44, корпус а"
2645,2645,-
2646,2646,-
2647,2647,-
2648,2648,"ооо ""солнечный круг"" г ростов-на-дону пр шолохов 282"
2649,2649,"ооо""солнечный круг""344004,россия, ростовский обл., г.ростов-на-дону, пр. стачки, 46,инна 6166056087, кпп 616245001"
2650,2650,-
2651,2651,-
2652,2652,-
2653,2653,аксай садовая11
2654,2654,-
2655,2655,-
2656,2656,-
2657,2657,"346630, ростовский обл, семикаракорск г, первомайский ул, дом № 1, корпус а"
2658,2658,344069 г.ростов-на-дону ул. огановый 33
2659,2659,-
2660,2660,-
2661,2661,-
2662,2662,-
2663,2663,-
2664,2664,-
2665,2665,-
2666,2666,-
2667,2667,-
2668,2668,г.ростов-на-дону станиславский 100
2669,2669,-
2670,2670,-
2671,2671,-
2672,2672,-
2673,2673,-
2674,2674,-
2675,2675,-
2676,2676,-
2677,2677,-
2678,2678,г.ростов/дон пр.коммунистический10
2679,2679,-
2680,2680,-
2681,2681,пр.будённовский 19а/55//50
2682,2682,"г.новочеркасск, харьковский шоссе,5"
2683,2683,г.ростов-на-дону ул.вяземцев 58
2684,2684,"пр. коммунистический, д. 49"
2685,2685,г. ростов-на-дону ул. 339-й стрелковый дивизия 29
2686,2686,-
2687,2687,"346635, ростовский обл, семикаракорский р-н, большемечетный х, строитель ул, дом № 1/1"
2688,2688,-
2689,2689,-
2690,2690,г батайск талолихин 32
2691,2691,-
2692,2692,-
2693,2693,-
2694,2694,-
2695,2695,-
2696,2696,"344000, ростовский обл, ростов-на-дону г, доватор ул, дом № 137"
2697,2697,-
2698,2698,-
2699,2699,-
2700,2700,-
2701,2701,-
2702,2702,-
2703,2703,-
2704,2704,"г. ростов на дону, ул. черепахина94/25"
2705,2705,-
2706,2706,-
2707,2707,-
2708,2708,-
2709,2709,-
2710,2710,-
2711,2711,г.азов маяковский 28
2712,2712,-
2713,2713,г.ростов/дон 35-линия 81
2714,2714,-
2715,2715,-
2716,2716,"ростов-на-дону, текучева, д. 145"
2717,2717,"344019, ростовский обл, ростов-на-дону г, 13 линия ул, дом № 58"
2718,2718,-
2719,2719,"344019, ростовский обл, ростов-на-дону г, 13 линия ул, дом № 58"
2720,2720,-
2721,2721,-
2722,2722,"344019, ростовский обл, ростов-на-дону г, советский ул, дом № 44/112"
2723,2723,-
2724,2724,г.аксай ул. чапаев 173
2725,2725,-
2726,2726,-
2727,2727,-
2728,2728,"г.крымск ,ул торговый 6"
2729,2729,-
2730,2730,-
2731,2731,-
2732,2732,-
2733,2733,-
2734,2734,ул.339-й стрелковый дивизия д.17/6
2735,2735,-
2736,2736,-
2737,2737,"344038, ростовский обл, ростов-на-дону г, новатор ул, дом № 20"
2738,2738,-
2739,2739,-
2740,2740,-
2741,2741,рнд ул. королёв 27/б
2742,2742,-
2743,2743,-
2744,2744,г ростов-на-дону станиславский 57
2745,2745,"г.ростов-на-дону, станиславского, 57"
2746,2746,"г.ростов-н-д, ул .обороны, 77"
2747,2747,-
2748,2748,-
2749,2749,-
2750,2750,-
2751,2751,"346720, ростовский обл, аксай г, советский ул, дом № 1, корпус а"
2752,2752,г таганрог ул дзержинский 37/1
2753,2753,-
2754,2754,-
2755,2755,-
2756,2756,-
2757,2757,-
2758,2758,"г.аксай, луначарский 80"
2759,2759,-
2760,2760,-
2761,2761,-
2762,2762,-
2763,2763,г.новочеркасск ул. петров 23
2764,2764,-
2765,2765,-
2766,2766,-
2767,2767,королева 1/8
2768,2768,-
2769,2769,-
2770,2770,аксайский р-н п.российский ул.молодёжный 73
2771,2771,-
2772,2772,"батайск воровского,19"
2773,2773,-
2774,2774,"346380, ростовский обл, красносулинский р-н, лихой х, ленин ул, дом № 65а"
2775,2775,-
2776,2776,"347820, ростовский обл, каменск-шахтинский г, лиховский мкр, бабичев ул, дом № 30"
2777,2777,"346010, ростовский обл, чертковский р-н, алексеево-лозовское с, лисичкин ул, дом № 22/2"
2778,2778,-
2779,2779,-
2780,2780,"344038, ростовский обл, ростов-на-дону г, ленин пр-кт, дом № 105"
2781,2781,-
2782,2782,-
2783,2783,-
2784,2784,-
2785,2785,-
2786,2786,-
2787,2787,г.таганрог 6-й линейный проезд 179
2788,2788,"346710, ростовский обл, аксайский р-н, большой лог х, фадеев ул, дом № 6/12"
2789,2789,"346720, ростовский обл, аксайский р-н, аксай г, гулаев ул, дом № 40"
2790,2790,-
2791,2791,г ростов/дон пл привокзальный 6
2792,2792,-
2793,2793,-
2794,2794,г.шахта ул.чернокозов 140
2795,2795,"г.таганрог, ул. петровская, 6"
2796,2796,г.таганрог ул.щаденко 1 а
2797,2797,-
2798,2798,-
2799,2799,"394031, г.воронеж ул.грамша д.70"
2800,2800,-
2801,2801,"394031, г.воронеж ул.грамша д.70"
2802,2802,-
2803,2803,"394031, г.воронеж ул.грамша д.70"
2804,2804,-
2805,2805,"394031, г.воронеж ул.грамша д.70"
2806,2806,-
2807,2807,"394031, г.воронеж ул.грамша д.70"
2808,2808,-
2809,2809,"394031, г.воронеж ул.грамша д.70"
2810,2810,-
2811,2811,-
2812,2812,г ростов-на-дону ул черепахин 72а
2813,2813,семашко 7
2814,2814,-
2815,2815,г каменск-шахтинский ул герой-пионер 87 а
2816,2816,-
2817,2817,-
2818,2818,г ростов-на-дону ул горшков 6 а
2819,2819,"г.ростов-на-дону, ул. горшкова, 6 а"
2820,2820,-
2821,2821,-
2822,2822,р/д ул орбитальный 40
2823,2823,-
2824,2824,-
2825,2825,"344000, ростовский обл, ростов-на-дону г, 2-й грамшить ул, дом № 123"
2826,2826,-
2827,2827,-
2828,2828,-
2829,2829,г ростов-на-дону вавилов 10 а
2830,2830,-
2831,2831,"346635, ростовский обл, семикаракорский р-н, маломечётный х, октябрьский ул, дом № 20, корпус а"
2832,2832,г. ростов-на-дону ул. таганрогский 223
2833,2833,"347922, ростовский обл, таганрог г, украинский пер, дом № 38"
2834,2834,-
2835,2835,"346771, ростовский обл, азовский р-н, новоалександровка с, ленин ул, дом № 65"
2836,2836,-
2837,2837,-
2838,2838,-
2839,2839,-
2840,2840,-
2841,2841,"г. ростов-на-дону, ул. селиванова, д. 68в"
2842,2842,-
2843,2843,-
2844,2844,"346880, ростовский обл, батайск г, авиагородок кв-л, дом № 11, корпус в"
2845,2845,"г.аксай,ул.советский"
2846,2846,-
2847,2847,-
2848,2848,-
2849,2849,"346130, ростовский обл, миллеровский р-н, миллерово г, дсхта кв-л, дом № 36"
2850,2850,-
2851,2851,-
2852,2852,-
2853,2853,"347210, ростовский обл, морозовский р-н, морозовск г, киров ул, дом № 89б"
2854,2854,-
2855,2855,-
2856,2856,г.батайск ул.киров 3 а
2857,2857,г. константиновск ул. комаров 47г(маг. перекресток)
2858,2858,-
2859,2859,"346214, ростовский обл, кашарский р-н, дибровыя п, дружба ул, дом № 1а, кв.5"
2860,2860,-
2861,2861,-
2862,2862,0
2863,2863,-
2864,2864,-
2865,2865,-
2866,2866,"346503, ростовский обл, шахта г, южный крыло ул, дом № 30, корпус с"
2867,2867,-
2868,2868,-
2869,2869,-
2870,2870,-
2871,2871,-
2872,2872,-
2873,2873,-
2874,2874,г.батайск ул.воровской 61
2875,2875,г.ростов-на-дону пушкинский 107
2876,2876,-
2877,2877,-
2878,2878,"г.ростов-на-дону,ул.врубовый 36"
2879,2879,"г.ростов-на-дону, ул. волкова, 25"
2880,2880,-
2881,2881,-
2882,2882,г.батайск ул.энгельс 422
2883,2883,г.новороссийск ул.вруцкой 42
2884,2884,"352015, краснодарский край, кущёвский р-н, ильинский с, мир ул, дом № 74"
2885,2885,г.ростов-на-дону ул. 5-й линия 2
2886,2886,"346979, ростовский обл, матвеево-курганский р-н, новоандриановка с, школьный ул, дом № 28/2"
2887,2887,-
2888,2888,-
2889,2889,-
2890,2890,-
2891,2891,-
2892,2892,-
2893,2893,г. ростов-на-дону ул.симферопольский 66/2
2894,2894,-
2895,2895,-
2896,2896,-
2897,2897,-
2898,2898,-
2899,2899,-
2900,2900,-
2901,2901,г ростов-на-дону ул дебальцевский 3
2902,2902,-
2903,2903,-
2904,2904,-
2905,2905,-
2906,2906,"рост.обл., г.аксай, ул.платов 70"
2907,2907,г аксай пр ленин 35
2908,2908,рост.обл. г.аксай ул.платов 70
2909,2909,г.аксай ул.садовый д.2
2910,2910,г.аксай ул.садовый д.2
2911,2911,-
2912,2912,-
2913,2913,г батайск угол ул гастелло/герцен 32а
2914,2914,-
2915,2915,-
2916,2916,-
2917,2917,-
2918,2918,г.ростов-на-дону ул. возрождение 21
2919,2919,-
2920,2920,г ростов-на-дону ул киргизский 33/34
2921,2921,-
2922,2922,"344114, ростовский обл, ростов-на-дону г, орбитальный ул, дом № 70/3"
2923,2923,г.ростов ул.чехов 9
2924,2924,-
2925,2925,б/а
2926,2926,"346519, ростовский обл, шахта г, шевченко ул, дом № 235, корпус а"
2927,2927,-
2928,2928,-
2929,2929,-
2930,2930,-
2931,2931,г.батайск ул.воровской 8
2932,2932,-
2933,2933,-
2934,2934,-
2935,2935,г.каменск-шахтинский ул. монтажник 43 г м-н май
2936,2936,-
2937,2937,-
2938,2938,-
2939,2939,-
2940,2940,г азов ул дружба 22
2941,2941,"г.таганрог, пер. 3 новый, 48"
2942,2942,"346780, ростовский обл, азов г, дружба ул, дом № 22"
2943,2943,г.анапа ст.анапский ул.краснодарский 27 а
2944,2944,-
2945,2945,г.ростов-на-дону пр.стачка 11а
2946,2946,-
2947,2947,г.батайск комаров 127
2948,2948,-
2949,2949,-
2950,2950,-
2951,2951,г.аксай ул.гулаев 88
2952,2952,-
2953,2953,-
2954,2954,-
2955,2955,"344045, ростовский обл, ростов-на-дону г, думенко ул, дом № 15"
2956,2956,г.батайск коммунистический/молоков
2957,2957,-
2958,2958,-
2959,2959,344113 г. ростов-на-дону ул. добровольский 30а
2960,2960,суходольск ул мир 8
2961,2961,-
2962,2962,-
2963,2963,г. батайск ул. красноярский 26 а
2964,2964,-
2965,2965,-
2966,2966,"347785, ростовский обл, веселовский р-н, позднеевка х, центральный ул, дом № 7"
2967,2967,"347798, ростовский обл, веселовский р-н, свобода х, производственный ул"
2968,2968,-
2969,2969,капустин 9
2970,2970,-
2971,2971,-
2972,2972,-
2973,2973,"346772, ростовский обл, азовский р-н, круглый с, мир ул, дом № 121"
2974,2974,г каменск ул ворошилов 24 центр. рынок
2975,2975,г.азов ул.ленин 54 а
2976,2976,-
2977,2977,-
2978,2978,-
2979,2979,-
2980,2980,"344000, ростовский обл, первомайский р-он, ростов-на-дону г, р-он ростовский море мкр№1,строительный пятно 1-12, дом № 276"
2981,2981,-
2982,2982,-
2983,2983,-
2984,2984,"346353, ростовский обл, красный сулин г, центральный ул, дом № 16"
2985,2985,"347000, ростовский обл, белокалитвинский р-н, сосна п, заречный ул, дом № 17"
2986,2986,-
2987,2987,-
2988,2988,-
2989,2989,-
2990,2990,г ростов-на-дону кручинина 58
2991,2991,"344001, ростовский обл, ростов-на-дону г, кручинина ул, дом № 58"
2992,2992,"346330, ростовский обл, донецк г, садовый ул, дом № 12"
2993,2993,-
2994,2994,-
2995,2995,-
2996,2996,-
2997,2997,г белый калитва ул энгельс 382
2998,2998,-
2999,2999,"346082, ростовский обл, тарасовский р-н, верхний митякина х, центральный ул, дом № 113"
3000,3000,-
3001,3001,-
3002,3002,-
3003,3003,-
3004,3004,-
3005,3005,г.ростов-на-дону ул. горшков 6 а
3006,3006,с круглый ул мир 64 а (данилова)
3007,3007,г.ростов-на-дону ул.королёв 1
3008,3008,г.анапа ул.лазурный 16
3009,3009,г.анапа ул.самбурова/гребенский 147/55
3010,3010,-
3011,3011,-
3012,3012,-
3013,3013,-
3014,3014,-
3015,3015,-
3016,3016,-
3017,3017,с самарский колодезный 94 a
3018,3018,-
3019,3019,-
3020,3020,"346744, ростовский обл, азовский р-н, 8-928-133-75-53, кулешовка с, зелёный пер, дом № 7"
3021,3021,-
3022,3022,-
3023,3023,-
3024,3024,-
3025,3025,ро аксайский р-н пос водопадный ул совхозный 5 в
3026,3026,-
3027,3027,"346720, ростовский обл, аксай г, платов ул, дом № 83-далее"
3028,3028,г.ростов-на-дону ул.пржвальский 19
3029,3029,-
3030,3030,г каменск-шахтинский ул красный 11
3031,3031,-
3032,3032,-
3033,3033,-
3034,3034,-
3035,3035,-
3036,3036,г семикаракорск ул закруткин 17/1
3037,3037,-
3038,3038,-
3039,3039,"346065, ростовский обл, тарасовский р-н, колушкино сл, советский ул, дом № 88а"
3040,3040,г.ростов/дон ул.казахский 89/1
3041,3041,-
3042,3042,-
3043,3043,"г.таганрог,ул.кузнечный 11, корпус 2, кабинет 101"
3044,3044,г.таганрог ул.атарбекова4
3045,3045,-
3046,3046,"346371, ростовский обл, красносулинский р-н, киселевый с, мичурин ул, дом № 2-а"
3047,3047,"346914, ростовский обл, новошахтинск г, комсомольский ул, дом № 79"
3048,3048,г. ростов н/д ул. каскадный 132
3049,3049,-
3050,3050,"г батайск октябрьский 149 маг ""чародейка"""
3051,3051,-
3052,3052,-
3053,3053,-
3054,3054,р/д пер жлобинский 17
3055,3055,-
3056,3056,-
3057,3057,-
3058,3058,г армавир пр новосочинский 4
3059,3059,г армавир пр новосочинский 4
3060,3060,-
3061,3061,-
3062,3062,-
3063,3063,-
3064,3064,-
3065,3065,"347900, ростовский обл, таганрог г, чехов ул, дом № 353/1"
3066,3066,"346500, ростовский обл, шахта г, победа революция пр-кт, дом № 103-а"
3067,3067,г ростов-на-дону ул текучева 220
3068,3068,-
3069,3069,-
3070,3070,г ростов-на-дону ул горшков 8
3071,3071,-
3072,3072,-
3073,3073,г.шахта п. артём ул.ленинский комсомол 15 а
3074,3074,"г.ростов-на-дону ""рост.море"" ул. фасадный 48/17"
3075,3075,газетный 22
3076,3076,-
3077,3077,-
3078,3078,-
3079,3079,ро г.миллерово ул.интернационал 33
3080,3080,-
3081,3081,-
3082,3082,"г.аксай вартанова,12/б"
3083,3083,-
3084,3084,-
3085,3085,-
3086,3086,"346634, ростовский обл, семикаракорский р-н, новозолотовский ст-ца, ленин ул, дом № 65"
3087,3087,-
3088,3088,-
3089,3089,г ростов-на-дону каширский 8/3
3090,3090,-
3091,3091,-
3092,3092,-
3093,3093,-
3094,3094,"346900, ростовский обл, новошахтинск г, ленинградский ул, дом № 5-а"
3095,3095,-
3096,3096,-
3097,3097,-
3098,3098,анапский р-н с.сукко ул.утришский 18
3099,3099,-
3100,3100,-
3101,3101,г ростов на дон пер будённовский 12
3102,3102,г аксай б лог ул ленин
3103,3103,-
3104,3104,-
3105,3105,-
3106,3106,г. ростов-на-дону ул. русский 9
3107,3107,-
3108,3108,-
3109,3109,"346630, ростовский обл, семикаракорск г, закруткин ул, дом № 17/1"
3110,3110,-
3111,3111,"347616, ростовский обл, сальский р-н, новый егорлык с, советский ул, дом № 17 б"
3112,3112,-
3113,3113,г. азов колонтаевский/октябрьский
3114,3114,-
3115,3115,-
3116,3116,-
3117,3117,-
3118,3118,-
3119,3119,-
3120,3120,-
3121,3121,-
3122,3122,-
3123,3123,-
3124,3124,-
3125,3125,г.ростов-на-дону. ул. портовый 419
3126,3126,-
3127,3127,-
3128,3128,-
3129,3129,"г.ростов-на-дону, ул. еременко, 48"
3130,3130,-
3131,3131,"346400, ростовский обл, новочеркасск г, мелиховский ул, дом № 25-а, кв.78"
3132,3132,"346907, ростовский обл, новошахтинск г, киров, московский ул, дом № 43"
3133,3133,-
3134,3134,-
3135,3135,-
3136,3136,-
3137,3137,-
3138,3138,-
3139,3139,-
3140,3140,-
3141,3141,-
3142,3142,-
3143,3143,-
3144,3144,-
3145,3145,-
3146,3146,-
3147,3147,-
3148,3148,г.ростов-на-дону забайкальский 4
3149,3149,-
3150,3150,с пешковый заправка на трасса
3151,3151,"346760, ростовский обл, азовский р-н, пешковый с, строитель пер/мелиораторов, дом № 2"
3152,3152,-
3153,3153,-
3154,3154,г батайск северный2/10
3155,3155,-
3156,3156,-
3157,3157,г батайск ул минский 37а
3158,3158,-
3159,3159,-
3160,3160,"347850, ростовский обл, каменский р-н, глубокий рп, фрунзе ул, дом № 95"
3161,3161,-
3162,3162,-
3163,3163,г таганрог ленин 157
3164,3164,"г.ростов/дон киргизская,9"
3165,3165,"344065, ростовский обл, ростов-на-дону г, киргизский ул, дом № 9"
3166,3166,-
3167,3167,г.анапа ст.анапский ул.миро / 8 март
3168,3168,-
3169,3169,-
3170,3170,-
3171,3171,г.ростов/дон ул.вавилов 112
3172,3172,-
3173,3173,с.головатовка октябрьский 20а на кольцо
3174,3174,-
3175,3175,-
3176,3176,аксайский р-н п.российский ул.молодёжный 73
3177,3177,-
3178,3178,-
3179,3179,-
3180,3180,-
3181,3181,-
3182,3182,-
3183,3183,-
3184,3184,-
3185,3185,г ростов/дон 1-й линия 60
3186,3186,-
3187,3187,-
3188,3188,-
3189,3189,"ст.староминская, ул.петренко 12"
3190,3190,-
3191,3191,-
3192,3192,-
3193,3193,"347750, ростовский обл, зерноградский р-н, мечетинский ст-ца, калинин пер, дом № 56"
3194,3194,-
3195,3195,-
3196,3196,-
3197,3197,-
3198,3198,-
3199,3199,-
3200,3200,"г.батайск авиагородок,вост.шоссе,21/2"
3201,3201,-
3202,3202,-
3203,3203,-
3204,3204,-
3205,3205,-
3206,3206,п.пересыпать ул.бондарев 33/1
3207,3207,-
3208,3208,аксайский р-н садовый тов. дружба
3209,3209,-
3210,3210,-
3211,3211,"346500, ростовский обл, шахта г, комиссаровский пер, дом № 22"
3212,3212,-
3213,3213,"115516,г.москва , кавказский бульвар д.57"
3214,3214,"115516,г.москва , кавказский бульвар д.57"
3215,3215,"115516,г.москва , кавказский бульвар д.57"
3216,3216,"115516,г.москва , кавказский бульвар д.57"
3217,3217,-
3218,3218,-
3219,3219,"115516,г.москва , кавказский бульвар д.57"
3220,3220,-
3221,3221,-
3222,3222,-
3223,3223,г. ростов-на-дону пер. гвардейский 49/черепахин 120
3224,3224,-
3225,3225,-
3226,3226,-
3227,3227,-
3228,3228,г.батайск ул.белорусский 32/11 угол пер.красноярский
3229,3229,-
3230,3230,"г.миллерово,ул.3 интернационала33"
3231,3231,-
3232,3232,-
3233,3233,-
3234,3234,-
3235,3235,-
3236,3236,346812 ростовский обл мясниковский р-н с крым ул большесальский 10
3237,3237,346812 ростовский обл мясниковский р-н с крым ул большесальский 10
3238,3238,-
3239,3239,-
3240,3240,-
3241,3241,-
3242,3242,краснодарский кр абинский р-н пос.ахтырский ул.красный 14
3243,3243,-
3244,3244,г.ростов/дон ул 3-й кольцевой 58
3245,3245,г.ростов-на-дону ул.жмайлов 4\11
3246,3246,-
3247,3247,-
3248,3248,г ростов-на-дону кировский 41
3249,3249,-
3250,3250,-
3251,3251,-
3252,3252,г ростов-на-дону ул труд 14/16
3253,3253,-
3254,3254,-
3255,3255,-
3256,3256,-
3257,3257,г.кропоткин ул.белковский 50 а
3258,3258,-
3259,3259,г ростов-н-д ул тибетский 78
3260,3260,-
3261,3261,"г.ростов.ич-дону,троллейбусная 10"
3262,3262,г ростов-на-дону ул механизатор 5
3263,3263,-
